,title,rating,gross,votes,stars
5601,Cypher,PG-13,,16,7.8
5602,Eduardo Big Day,PG-13,,,
5603,Broken Doll,PG-13,,54,2.9
5604,An American in England: An Animated Short Film,G,,,
5605,Under The Wire,R,3429,488,7.7
5606,Everglade,PG-13,,,
5607,Peacock,PG-13,,,
5608, Daily Pop,G,,,
5609,The Forgotten Ones,G,,,
5610,Samadhi Part 2 (It's Not What You Think),PG,,,
5611,Blackstar Warrior,PG-13,,53,3.3
5612, Megyn Kelly Today,G,,,
5613,Death of a Nation,PG-13,5885881,6139,4.6
5614,Everything Connects,PG,,,
5615,The House on Mansfield Street,PG-13,,180,3.5
5616,Perfect Strangers,R,,1191,6.6
5617,Jane and Emma,PG,184795,134,6.1
5618,Christmas on Holly Lane,PG,,330,6.2
5619, Trish Regan Primetime,G,,,
5620,Sydney's Lost Cinemas,G,,,
5621,C.R.E.A.M,PG-13,,,
5622,Falcong,G,,,
5623,Fahrenheit 11/9,R,6352306,15761,6.9
5624, Life Hacks with Cate,PG,,,
5625, Life Hacks with Cate,PG,,,
5626, Life Hacks with Cate,PG,,,
5627, Life Hacks with Cate,PG,,,
5628, Life Hacks with Cate,PG,,,
5629, Life Hacks with Cate,PG,,,
5630, Life Hacks with Cate,PG,,,
5631,From Scratch,PG-13,,,
5632,No Wonder!,PG-13,,,
5633,Cinderella: The Enchanted Beginning,PG,,100,3.2
5634,Out of Place Art of Facts - The Adventures of Ish,PG,,,
5635,Make Me A Leader,PG,,21,9
5636, Midnight Owl TV,R,,,
5637,Hush Little Baby Welcome To The Family,PG-13,,37,2.1
5638,Le discours d'acceptation glorieux de Nicolas Chauvin,G,,121,6.5
5639,Cycles,G,,121,7.4
5640,Freaks,R,,18524,6.7
5641, Life Hacks with Cate,PG,,,
5642,Kadupul,PG-13,,,
5643, Days of Our Lives,PG-13,,6,5.3
5644,American Dharma,R,,401,7
5645,Briana Hansen: Articulate Neanderthal,PG-13,,,
5646,Making the Five Heartbeats,PG-13,,19,8.3
5647,Rebel on the Highway,PG-13,,15,4.7
5648,"You Ain't From Around Here, Are You, Son?",G,,,
5649,I Don't Know,G,,,
5650,Journey to the Past - Anastasia - Cover - Franciska Friede,G,,,
5651,Exposure,R,,266,2.9
5652,Don't Move,G,,,
5653,Does James Brown have a penis?,G,,,
5654,Bless the U.S.A.,PG-13,,,
5655,Toxic Haircut,PG-13,,,
5656,Puppy Star Christmas,PG,,175,4
5657,Vous avez dit Cinéma,G,,,
5658, MLB Tonight,R,,,
5659,Long Way Back Home,G,,136,6.7
5660,See Me,G,,,
5661,Non mi posso lamentare,G,,,
5662,Maiden,PG,3008927,1361,7.7
5663,Rural Area,R,,,
5664,The Hurdy Gurdy Man,G,,,
5665,The Power of Zero,PG,,,
5666,Bloodline,R,,4690,6
5667,Echo in the Canyon,PG-13,3334977,1926,6.9
5668,Kiki the Kitten,G,,,
5669,Because of You,G,,,
5670,Salvation,PG-13,,,
5671,A Song or Two to Make You Feel,G,,,
5672,Home.,PG-13,,11,4.8
5673, Extreme Cake Makers,G,,,
5674,"Oh, It's Nothing",PG,,,
5675,The Ladybug,PG,,119,4.8
5676,Racetime,PG,1874783,311,5.5
5677,Some Gave All,G,,,
5678,The Making of a Tomb Raider,PG-13,,,
5679,Sole Doctor,PG,,,
5680,Feathers,PG-13,,27,7.4
5681,Pixar Short Films Collection 3,G,,253,8.4
5682,Unity,G,,,
5683,The Biggest Little Farm,PG,4366949,4073,8.1
5684, ESPN Major League Baseball,G,,,
5685,Purl,PG,,1831,6.5
5686,Swimming to Ferguson,PG-13,,,
5687,Metal Edge Assassin Team a Double Shot of Whiskey,R,,,
5688,Judas,PG-13,,,
5689,Invalidated,G,,,
5690,1 Angry Black Man,R,,11,6.7
5691,Bull Season 2 - 20 Questions with Michael Weatherly,R,,,
5692,For Me & My Gal,G,,24,9.2
5693,Human,G,,,
5694,Sleeping Awake,G,,,
5695,The PC,R,,,
5696,"Chivalry, Carpe Diem",PG,,,
5697,Test #2,PG,,,
5698, Jake & Gracie,G,,,
5699,When She Comes...,G,,,
5700,Alice Merton: Why So Serious,G,,,
5701,Don't Give Up,G,,,
5702,Give me a chance,G,,,
5703,Afraid,G,,,
5704,It's Over,G,,,
5705,Voyage Voyage,G,,,
5706,Christmas on Honeysuckle Lane,PG,,803,6.3
5707,It Ain't You,PG-13,,,
5708,Lonesome,G,,,
5709, The Yard,G,,18,8.6
5710,All You Ever Wished For,PG-13,,186,4.7
5711, Familie,R,,,
5712,Matt Simons: We Can Do Better,G,,,
5713,Constantine City of Demons: The Movie,R,,3101,7.4
5714,Love Train,G,,,
5715,All Is True,PG-13,1200481,2844,6.2
5716,"Buttons, A New Musical Film",PG,151983,293,5.4
5717, The Three Drinkers Do Scotch Whisky,R,,,
5718, The Three Drinkers Do Scotch Whisky,R,,,
5719, The Three Drinkers Do Scotch Whisky,R,,,
5720,Fantastica,G,315692,133,4.3
5721, ReThink Tank,PG,,,
5722,A Stone Cold Christmas,PG,,93,6.6
5723, ITV Weekend News,G,,,
5724,Lindsey Stirling: I Wonder As I Wander,G,,,
5725, Top 5 Best/Worst,PG-13,,,
5726,Lady Gaga: Always Remember Us This Way,G,,156,8.5
5727,Un coeur de femme,G,,,
5728,5B,PG-13,,183,6.7
5729,El mayor regalo,PG-13,,67,7.5
5730,Quezon's Game,PG-13,,110,7.6
5731, The Ride London to Beijing,PG-13,,,
5732, The Ride London to Beijing,PG-13,,,
5733, The Ride London to Beijing,PG-13,,,
5734, The Ride London to Beijing,PG-13,,,
5735, The Ride London to Beijing,PG-13,,,
5736, The Ride London to Beijing,PG-13,,,
5737,The Game Is Dirty,R,,15,1.7
5738,Light Out of Darkness,PG-13,,,
5739,Wrapped Up In You,R,,8,6.5
5740,Route 66,G,,,
5741,Alle Farben Feat. Younotus & Kelvin Jones: Only Thing We Know,G,,,
5742,Mariette in Ecstasy,PG-13,,40,7.5
5743,Motherless Brooklyn,R,,29543,6.8
5744,Alita: Battle Angel,PG-13,85710210,207732,7.3
5745,Danger Close,R,,6798,6.9
5746,Shazam!,PG-13,140371656,230929,7.1
5747,The Last Full Measure,R,,3821,6.6
5748,Pet Sematary,R,54724696,73572,5.7
5749,Bolden,R,,398,5.6
5750,Fiddler: A Miracle of Miracles,PG-13,342931,222,6.9
5751,Snatchers,R,,1714,5.6
5752,Linda Ronstadt: The Sound of My Voice,PG-13,155243,1255,8
5753,Slay the Dragon,PG-13,,78,6.4
5754,The Protector,R,,288,5.5
5755, American ESC FAN,G,,,
5756,Countdown,PG-13,,17855,5.4
5757, The Father Daughter Duo,G,,,
5758,En Brazos de un Asesino,R,,187,5.7
5759,Memnook the Demon and the Fight Against Hell,PG-13,,,
5760,Totality,PG,,,
5761,Right Livelihood a Journey to Here,PG-13,,,
5762,George Ezra: Pretty Shining People,G,,,
5763,Downtown,G,,92,6.7
5764,Drop,G,,81,7.5
5765,Elephant in the Room,G,,93,7
5766,Exchange Student,G,,117,6.4
5767,Fetch,G,,94,7.2
5768,Les Misérables,R,,11161,7.6
5769,The Bravest,PG-13,290217,514,5.4
5770, Bloodbath and Beyond,G,,,
5771,Hair-Jitsu,PG,,102,6.5
5772,Jing Hua,G,,95,7.1
5773,Just a Thought,G,,124,7.7
5774,Critters Attack!,R,,1589,3.7
5775,"C- Bar, II",PG-13,,11,7.3
5776,A Night with Alexandra Shipp,R,,,
5777,Gemini Man,PG-13,20552372,64333,5.7
5778,Lightning in a Bottle,G,,106,6.6
5779,Lucky Toupee,G,,117,6.2
5780,Puddles,G,,146,7.5
5781,Rapid Response,PG-13,4497,27,7.4
5782,A Cinderella Story: Christmas Wish,PG,,3445,5.2
5783,Once Were Brothers: Robbie Robertson and the Band,R,,342,7.2
5784,Maryland Crab Tradition and Taste,G,,,
5785,Washington in the 2000s,PG,,,
5786,Chefs A' Field: Good Catch,G,,,
5787,The Race,PG,,94,6.8
5788,Songs to Sing in the Dark,G,,,
5789,Zenith,PG,,95,6.8
5790,Ugly Pretty,G,,,
5791, DIY Layover,G,,,
5792,ECCO,R,86858,154,4.8
5793,Black Christmas,PG-13,,7731,3.2
5794,Stanley Kubrick Considers the Bomb,PG,,,
5795,Curious George: Royal Monkey,G,,77,5.7
5796,Becoming Nobody,PG,,72,6.8
5797,The Swan Princess: Kingdom of Music,G,,88,5.4
5798,Immortal Hero,PG,,20,6.7
5799,Mister America,R,,855,6.5
5800, Midnight Owl TV,G,,,
5801,Attack the Dojo!!,PG-13,,,
5802, Admit One,PG-13,,,
5803,Salad Days,R,,,
5804,Exodus: A Brickfilm,PG,,,
5805,Western Stars,PG,,1134,7.5
5806,Cheese Runner 2050,PG-13,,,
5807,Family History,PG,,49,8.1
5808,Não Faça Isso Comigo,PG-13,,,
5809, DNA Dinners,PG,,,
5810,Music Dreams An American Story,G,,,
5811,Operation Chicago,R,,,
5812,Nada a Perder 2,PG-13,,532,3.5
5813,Jarhead: Law of Return,R,,2254,6.2
5814,Fine Lines,PG,,42,7.2
5815,Fin Amor,PG-13,,6,9
5816,Rock and Roll Christmas,PG,,138,5.5
5817,Go Fish,PG,,60,4.2
5818,Rising Free,PG-13,,139,8.1
5819,The Blue Pill,R,,7,7.6
5820,Dirty Sexy Saint,R,,138,7.3
5821, That's Life!! Kilorenzos Smith in Talks...,G,,,
5822, The Dr. Oz Show,G,,,
5823,My Adventures with Santa,PG,,91,4.7
5824,The Death and Return of Superman,PG-13,,1891,6.9
5825,My Hero Academia: Heroes Rising,PG-13,,1256,8.1
5826,The Fall,PG-13,,922,7
5827,Infidel,R,,19,6.9
5828,Michelle Obama: Forward Motion,PG,,9,4.1
5829, Milosc na zakrecie,G,,,
5830,Live Stream,G,,24,4.5
5831, NBC Nightly News with Lester Holt,G,,,
5832, Expecting,PG,,,
5833, Northwest Arkansas Alive,G,,,
5834, Real Estate Investor 's Roundtable,G,,,
5835, Generación.es,G,,,
5836,Never Grow Old,R,,2638,5.9
5837,Master Distiller,G,,,
5838,The Nightwalker,R,,,
5839,Blayza: I Can,PG-13,,,
5840,Rambo: Last Blood,R,18872919,68392,6.2
5841,For Your Consideration,PG-13,,,
5842,The Hustle,PG-13,35417038,39715,5.4
5843,The Irishman,R,,290523,7.9
5844,The Art of Racing in the Rain,PG,25501224,18744,7.5
5845,Triple Frontier,R,,97579,6.4
5846,Booksmart,R,22680962,77438,7.2
5847,Bottom of the 9th,R,,506,5.5
5848,Zombieland: Double Tap,R,26803104,109954,6.7
5849,Murder Mystery,PG-13,,89367,6
5850,The Addams Family,PG,100044905,20209,5.8
5851,Fisherman's Friends,PG-13,,4202,6.9
5852,The Song of Names,PG-13,,1164,6.2
5853,Duke,R,,189,5
5854,Seberg,R,,3183,5.4
5855,The Informer,R,,12791,6.5
5856,The Highwaymen,R,,65641,6.9
5857,Zeroville,R,,1157,4.6
5858,UglyDolls,PG,20150241,4787,4.9
5859,Ford v Ferrari,PG-13,117624028,217265,8.1
5860,Let It Snow,PG-13,,14916,5.8
5861,Toy Story 4,G,434038008,179912,7.8
5862,Assassins' Contract,R,,20,7.8
5863,Transit,,,,
5864,Counterpunch,R,,640,4.8
5865,Rocketman,R,96368160,113673,7.3
5866,Long Shot,R,30316271,82494,6.8
5867,Finding Julia,PG-13,,55,7.5
5868,Hellboy,R,21903748,71601,5.2
5869,Cliffs of Freedom,R,72476,307,6.1
5870,"Berlin, I Love You",R,,2105,4.6
5871,Men in Black: International,PG-13,80001807,98175,5.7
5872,"Where'd You Go, Bernadette",PG-13,9198356,12082,6.5
5873,How to Train Your Dragon: The Hidden World,PG,160799505,93072,7.5
5874,High on the Hog,R,45599,167,3.6
5875,Troop Zero,PG,,6138,6.9
5876,Isn't It Romantic,PG-13,48791187,58226,5.9
5877,"Extremely Wicked, Shockingly Evil and Vile",R,,69372,6.6
5878,Star Wars: Episode IX - The Rise of Skywalker,PG-13,515202542,325363,6.7
5879,Jojo Rabbit,PG-13,349555,217112,7.9
5880,Through My Father's Eyes,R,,406,6.1
5881,100 Acres of Hell,R,,175,2.8
5882,Strange But True,PG-13,,1860,5.7
5883,Ad Astra,PG-13,35397514,164903,6.6
5884,Ode to Joy,R,17303,2230,6.3
5885,Jacob's Ladder,R,,2173,3.4
5886,A Beautiful Day in the Neighborhood,PG,61704055,41874,7.3
5887,Little Women,PG,108101214,105300,7.9
5888,Domino,R,,3597,4.4
5889,The Last Man,R,,906,3.8
5890,Storm Boy,PG,71760,2348,6.9
5891,Tolkien,PG-13,4535154,27435,6.8
5892,Scary Stories to Tell in the Dark,PG-13,62739086,49201,6.2
5893,The Lego Movie 2: The Second Part,PG,105806508,49418,6.6
5894,Richard Jewell,R,,39497,7.5
5895,Line of Duty,R,,2133,5.3
5896,Shed of the Dead,R,38699,1389,5.2
5897,In Vino,R,,105,4
5898,Godzilla: King of the Monsters,PG-13,110500138,119954,6
5899,Romeo & Romeo,R,,20,4.5
5900,Big Time Adolescence,R,,3330,7
5901,Dead to Rights,R,,,
5902,Dumbo,PG,114766307,60179,6.3
5903,The Goldfinch,R,5332621,11504,6.2
5904,The Madness Within,R,,276,6.5
5905,Hard Night Falling,R,,296,3.3
5906,After,PG-13,12138565,27735,5.4
5907,The Tracker,R,,508,3.3
5908,Captain Marvel,PG-13,426829839,412426,6.9
5909,Avengers: Endgame,PG-13,858373000,720504,8.4
5910,Hosea,R,,,
5911,Otherhood,R,,8264,6
5912,How to Build a Girl,R,,661,5.4
5913,Playmobil: The Movie,PG,,2522,4.7
5914,Theresa & Allison,R,,826,6.2
5915,The Last Black Man in San Francisco,R,4515719,10918,7.3
5916,The Wave,R,,1789,6.1
5917,The Peanut Butter Falcon,PG-13,13122642,42101,7.6
5918,Arctic Dogs,PG,,1014,4.5
5919,Shaft,R,21360215,39786,6.4
5920,Remember Amnesia,PG-13,,29,7.7
5921,The Prodigy,R,14856291,20953,5.8
5922,Frozen II,PG,477373578,109371,6.9
5923,Crown Vic,R,,2306,6.3
5924,Harriet,PG-13,,13896,6.4
5925,Georgetown,R,,346,5.6
5926,Lucy in the Sky,R,,3391,4.7
5927,Timetable,G,,,
5928,Klaus,PG,,69085,8.2
5929,Maleficent: Mistress of Evil,PG,113929605,67068,6.6
5930,The Best of Enemies,PG-13,10205616,7375,7.1
5931,True History of the Kelly Gang,R,,3543,6.1
5932,One Mind,PG,,14,7.2
5933,Rounded Corners,PG-13,,,
5934,The Curse of La Llorona,R,54733739,32905,5.3
5935,Just Mercy,PG-13,,25982,7.5
5936,The Kid,R,1508593,5860,5.9
5937,Charlie's Angels,PG-13,,41104,4.6
5938,Drunk Parents,R,,4529,3.8
5939,Beneath Us,R,,950,5.2
5940,Noelle,G,,9862,6.2
5941,The Kingmaker,R,,750,7.6
5942,The Secret Life of Pets 2,PG,158874395,43476,6.5
5943,Togo,PG,,27087,8.1
5944,Poms,PG-13,13631124,3421,5.8
5945,Rogue Warfare,R,,720,2.6
5946,Eli,R,,24671,5.7
5947,The Islands,PG-13,,670,5.9
5948,Phil,R,,511,5.5
5949,The Wolf Hour,R,,1257,4.9
5950,Eternal Beauty,R,,114,7.3
5951,Sound of Metal,R,,274,6.9
5952,Hold On,PG-13,,27,7.7
5953,Official Secrets,R,395511,20402,7.3
5954,The Combination: Redemption,R,,211,4.3
5955,Hustlers,R,80553967,69214,6.3
5956,The Good Liar,R,,16167,6.6
5957,Clemency,R,,1655,6.4
5958,Return to Hardwick,PG,,,
5959,Polaroid,PG-13,,8940,5.1
5960,Doctor Sleep,R,,103306,7.4
5961,Stuck,PG-13,,12,9.6
5962,Superpower Dogs,G,,186,7.2
5963,The Corrupted,R,,711,5.5
5964,Above Suspicion,R,,487,5.6
5965,Darkness Visible,R,,291,5.5
5966,Cats,PG,,33142,2.7
5967,Prey,PG-13,,1631,4.7
5968,Cold Pursuit,R,32138862,51720,6.2
5969,Uncut Gems,R,,165526,7.5
5970,Benjamin,R,,319,3.3
5971,Pegasus: Pony with a Broken Wing,G,,74,3.9
5972,Running with the Devil,R,,5013,5.4
5973,The Artist's Wife,R,,12,7.4
5974,Spies in Disguise,PG,,23294,6.8
5975,The Kitchen,R,12049257,11827,5.4
5976,A Hidden Life,PG-13,,12159,7.4
5977,Mary,R,,2071,4.3
5978,The Poison Rose,R,,4996,4.7
5979,The Laundromat,R,,38212,6.3
5980,David Crosby: Remember My Name,R,619732,599,7.2
5981,Pokémon Detective Pikachu,PG,144105346,125390,6.6
5982,Escape Room,PG-13,57005601,74207,6.3
5983,Wounds,R,,13441,4
5984,Miss Bala,PG-13,15006824,7113,5.7
5985,The Mustang,R,5043620,8170,6.9
5986,Captive State,PG-13,5958315,44782,6
5987,I Hate Kids,PG-13,,1593,5.8
5988,The Jesus Rolls,R,,1575,4.4
5989,The Aftermath,R,1618497,14994,6.3
5990,What Lies Ahead,R,,255,3.3
5991,Ordinary Love,R,,1566,6.6
5992,Radioactive,PG-13,,968,5.9
5993,American Exit,PG-13,,322,4.8
5994,Finding Steve McQueen,R,,3379,6.2
5995,Monos,R,,9846,7.1
5996,Light of My Life,R,,8152,6.6
5997,I See You,R,,10924,6.8
5998,Loopers: The Caddie's Long Walk,PG,79438,80,7.3
5999,The Angry Birds Movie 2,PG,38440502,17435,6.4
6000,The Lion King,PG,543638043,191393,6.9
6001,The Reliant,PG-13,,1160,3.5
6002,Late Night,R,15499454,22598,6.5
6003,Aladdin,PG,355559216,206256,7
6004,The Aeronauts,PG-13,,21597,6.6
6005,John Wick: Chapter 3 - Parabellum,R,171015687,246337,7.5
6006,Mind Over Matter,PG-13,,15,7.6
6007,Angel Has Fallen,R,67162153,67042,6.4
6008,A Shaun the Sheep Movie: Farmageddon,G,,6811,6.9
6009,The Kill Team,R,,2509,5.9
6010,Cross 3,R,,110,2.4
6011,The Great War,R,,606,3.6
6012,The Hole in the Ground,R,21072,13363,5.7
6013,The Christ Slayer,PG-13,,873,4
6014,The Dare,R,,517,4.8
6015,Spider-Man: Far from Home,PG-13,390532085,291474,7.5
6016,Abominable,PG,20612100,23080,7
6017,Intrigo: Dear Agnes,R,,106,4.8
6018,Intrigo: Samaria,R,,114,5.2
6019,Missing Link,PG,16649539,18648,6.7
6020,Hala,R,,1315,5.8
6021,Villains,R,,5595,6.2
6022,Invisible Life,R,,3972,7.9
6023,Bombshell,R,,59590,6.8
6024,Downton Abbey,PG,31033665,32341,7.4
6025,Purge of Kingdoms,R,,385,2.3
6026,The Sun Is Also a Star,PG-13,4950029,4883,5.8
6027,Wonder Park,PG,45216793,8727,5.8
6028,7500,R,,361,6.4
6029,The Personal History of David Copperfield,PG,,3172,6.6
6030,Terminator: Dark Fate,R,62253077,120396,6.3
6031,Five Feet Apart,PG-13,45729221,34487,7.2
6032,Serenity,R,8547045,31726,5.3
6033,Project Ithaca,R,,862,3.9
6034,Bad Dose,R,,62,3.9
6035,The Beach Bum,R,3487204,15948,5.5
6036,Fighting with My Family,PG-13,22958886,58869,7.1
6037,Jay and Silent Bob Reboot,R,,14920,5.8
6038,Haunt,R,,14401,6.3
6039,Life Like,R,,1125,5.4
6040,Sweetheart,PG-13,,4335,5.7
6041,The Queen's Corgi,PG,,4551,4.8
6042,X-Men: Dark Phoenix,PG-13,65845974,138980,5.8
6043,Changeland,R,,1283,5.7
6044,The Favorite,PG-13,,322,5.4
6045,Triple Threat,R,76289,8437,5.5
6046,I Am That Man,R,,10,7.2
6047,Dead Water,R,,462,3.3
6048,El Guardia,PG,,5,9.8
6049,The Intruder,PG-13,35419122,11191,5.5
6050,The Elephant Queen,PG,,1045,7.8
6051,Parasite,R,53367844,412300,8.6
6052,Escape Plan: The Extractors,R,,9837,4.4
6053,The Vast of Night,PG-13,,326,7.1
6054,Don't Let Go,R,4686540,3795,6.1
6055,Fast & Furious Presents: Hobbs & Shaw,PG-13,173956935,150124,6.5
6056,The Kid Who Would Be King,PG,16790790,13460,6
6057,Glass,PG-13,111048468,191767,6.7
6058,Vault,R,,1472,5.4
6059,Undercover Brother 2,R,,397,3.4
6060,Us,R,175084580,199685,6.9
6061,Poverty of Will,PG-13,,5,7.6
6062,Yellow Rose,PG-13,,46,7.9
6063,Make America White Again,R,,,
6064,Guns Akimbo,R,,22040,6.3
6065,The Warrior Queen of Jhansi,R,,285,3.3
6066,The Souvenir,R,1036737,7168,6.5
6067,Midway,PG-13,,46090,6.7
6068,Pavarotti,PG-13,4600249,2156,7.5
6069,The Great Disconnect,PG-13,,,
6070,The Lumber Baron,PG,88336,48,5.9
6071,Mayday,R,,642,4.2
6072,Wallflower,R,,40,7.5
6073,Share,R,,1441,5.6
6074,Anastasia: Once Upon a Time,PG,,140,3.3
6075,Semper Fi,R,,1551,6.1
6076,Velvet Buzzsaw,R,,50006,5.7
6077,General Commander,R,,708,3.4
6078,Trading Paint,R,,1408,4.5
6079,Tyler Perry's A Madea Family Funeral,PG-13,73257045,3443,4.4
6080,Angel of Mine,R,,7228,6.5
6081,The Great Alaskan Race,PG,,265,4.9
6082,Buddy Games,R,,41,5.5
6083,Breakthrough,PG,40713082,7293,6.2
6084,Smash and Grab,PG,,963,6.7
6085,Hair Love,G,,4406,7.4
6086,Once Upon a Time... in Hollywood,R,142502728,469395,7.7
6087,A Rainy Day in New York,PG-13,,20739,6.6
6088,Puppy Swap Love Unleashed,PG,,81,5.7
6089,Reign of the Supermen,PG-13,,9931,6.8
6090,The Cave,PG-13,,1907,7.4
6091,Where's My Roy Cohn?,PG-13,,609,6.5
6092,See You Soon,R,,499,5.1
6093,Lucky Day,R,,1285,4.9
6094,The True Adventures of Wolfboy,PG-13,,52,7.2
6095,Joker,R,335451311,794611,8.5
6096,Supervized,R,,341,4.9
6097,Them That Follow,R,159218,2128,5.3
6098,The Silence,PG-13,,33156,5.3
6099,Saving Zoë,R,,1312,5.2
6100,47 Meters Down: Uncaged,PG-13,21111972,16079,5
6101,Outback,R,,24,7.3
6102,The Art of Self-Defense,R,2410914,22511,6.7
6103,Good Boys,R,69056735,50102,6.7
6104,The Lodge,R,,15194,6.1
6105,Inherit the Viper,R,,658,5.1
6106,It Chapter Two,R,211593228,177692,6.6
6107,Elsewhere,R,,201,5.5
6108,Spiral Farm,R,,93,4.8
6109,Bennett's War,PG-13,750029,438,5.6
6110,Always Be My Maybe,PG-13,,40963,6.8
6111,Little Monsters,R,,10003,6.3
6112,Black and Blue,R,,11077,6.3
6113,Primal,R,,3428,4.8
6114,The Big Trip,G,,711,5.4
6115,Woman,G,,189,7.2
6116,Killerman,R,276998,3473,5.6
6117,The Adventures of Jurassic Pet,PG,,170,3.7
6118,Low Tide,R,,1612,6.2
6119, Public Displays of Insanity,PG-13,,,
6120, Public Displays of Insanity,PG-13,,,
6121,Anna,R,7743794,49027,6.6
6122,The Gallows Act II,R,,1114,4.3
6123,The Drone,R,,1213,5.5
6124, Public Displays of Insanity,PG-13,,,
6125,StarDog and TurboCat,PG,,824,7.1
6126,From Shock to Awe,R,,28,8.6
6127,Dora and the Lost City of Gold,PG,54893567,18707,6
6128,Tod@s Caen,PG-13,2238503,416,4.9
6129,Judy,PG-13,,30767,6.9
6130,Infernum,R,,72,5.2
6131,Saint Maud,R,,414,6.8
6132,Lying and Stealing,R,,3339,5.3
6133,Hope Gap,PG-13,,454,6.4
6134,Run This Town,R,,273,4.5
6135,Ride Like a Girl,PG,,1798,6.9
6136,Daughter of the Wolf,R,,4604,5.3
6137,Luce,R,1782181,7044,6.7
6138,A Dog's Way Home,PG,41952715,12811,6.7
6139,What Men Want,R,54611903,18243,5.2
6140,The World We Make,PG,,443,5.1
6141,Marriage Story,R,,213292,8
6142,Brittany Runs a Marathon,R,223187,12523,6.8
6143,Bending Lines: The Sculpture of Robert Wiggs,PG,,,
6144,Captain Sensitivity,PG-13,,7,9.3
6145,Liberté: A Call to Spy,PG-13,,38,8.2
6146,Big Kill,R,,829,5.2
6147,Stuber,R,22370452,34130,6.2
6148,The Traitor,R,,5989,7.1
6149,Brightburn,R,17300439,70339,6.1
6150,Bright Ones,PG,165627,23,7
6151,Photograph,PG-13,344534,3376,6.8
6152,Ready or Not,R,26744177,79986,6.8
6153,Inside Man: Most Wanted,R,,2264,5.6
6154,The Fanatic,R,,6114,4.3
6155,The Devil Has a Name,R,,23,7.3
6156,We Die Young,R,,2785,5.3
6157,The Turkey Bowl,R,,2560,7.3
6158,Body at Brighton Rock,R,5123,2114,5.3
6159,Ma,R,45373120,33382,5.6
6160,Jumanji: The Next Level,PG-13,316831246,147464,6.7
6161,The Haunting of Sharon Tate,R,,3021,2.8
6162,Rogue Warfare: The Hunt,R,,106,2.9
6163,The Lighthouse,R,427797,104353,7.6
6164,The King,R,,73508,7.2
6165,After the Wedding,PG-13,1448643,4042,6.2
6166,Burn,R,,2691,5.7
6167,Frankie,PG-13,,904,5.4
6168,We Summon the Darkness,R,,2013,5.1
6169,Someone Great,R,,15527,6.2
6170,Yesterday,PG-13,73286650,96593,6.8
6171,Penguins,G,7699452,1151,7
6172,Little,PG-13,40673960,9275,5.4
6173,Lady and the Tramp,PG,,12546,6.3
6174,The Refuge,R,,1557,5.1
6175,Britt-Marie Was Here,PG,,903,5.1
6176,6 Underground,R,,121569,6.1
6177,3 from Hell,R,,9500,5.6
6178,Honey Boy,R,,18263,7.3
6179,Happy Death Day 2U,PG-13,28051045,49816,6.2
6180,Do Not Reply,R,,33,6.9
6181,Wine Country,R,,16882,5.4
6182,Backdraft 2,R,,1520,4.8
6183,The Other Side of Heaven 2: Fire of Faith,PG-13,1722754,289,5.3
6184,Earthquake Bird,R,,10958,5.9
6185,Ballet Blanc,R,,10,5
6186,Overcomer,PG,26252768,3137,6.5
6187,F2: Fun and Frustration,PG,,1849,6.2
6188,Peel,R,,666,6
6189,Extra Ordinary,R,,4471,6.4
6190,The Report,R,,25530,7.2
6191,Blinded by the Light,PG-13,11901145,16068,6.9
6192,Pain and Glory,R,,41285,7.6
6193,Blow the Man Down,R,,3813,6.4
6194,Twice The Dream,PG,,90,7
6195,"Faith, Hope & Love",PG,209742,395,6.1
6196,The Last Whistle,PG,,212,4.9
6197,Nancy Drew and the Hidden Staircase,PG,,3154,5.7
6198,The Truth,PG,,2504,6.4
6199,Doom: Annihilation,R,,6548,3.6
6200,Terra Willy: Planète inconnue,PG,,922,6.5
6201,Tone-Deaf,R,,1898,4.8
6202,The Last Vermeer,R,,129,6.8
6203,The Burnt Orange Heresy,R,,353,5.7
6204,Annabelle Comes Home,R,74152591,50047,5.9
6205,No Safe Spaces,PG-13,,821,7.6
6206,Crawl,R,39014193,53462,6.2
6207,Mother to Earth,PG,,,
6208,Corporate Animals,R,,1664,4.4
6209,The Wedding Year,R,,1217,5.5
6210,The Gentlemen,R,,137480,7.9
6211,Vivarium,R,,18652,5.8
6212,Swallow,R,,6572,6.4
6213,A Dog's Journey,PG,22782371,15406,7.4
6214,Killers Anonymous,R,,6841,5.3
6215,The Two Popes,PG-13,,92244,7.6
6216,All the King's Men,PG-13,,,
6217,We Are Gold,PG,,30,6.5
6218,Sword of Trust,R,322421,1733,6.3
6219,Noon,PG-13,,,
6220,Bummer,PG-13,,,
6221,Dolemite Is My Name,R,,45550,7.3
6222,Kill Chain,R,,2406,5
6223,Crypto,R,10194,2769,5.3
6224,Cunningham,PG,,206,6.3
6225,1917,R,159227644,314921,8.3
6226,"Phoenix, Oregon",R,,159,5
6227,Inside Game,R,,191,5.7
6228,Portrait of a Lady on Fire,R,,38511,8.1
6229,Last Christmas,PG-13,,34080,6.5
6230,The Farewell,PG,16877010,39341,7.6
6231,The Climb,R,,376,7
6232,Hell on the Border,R,,527,4.5
6233,Waves,R,,11308,7.6
6234,The Barn,PG,,,
6235,Child's Play,R,29208403,37808,5.8
6236,Fragile Like Concrete,R,,10,9.6
6237,21 Bridges,R,,29660,6.6
